,title,price,land,building,bed,bath,floor,certificate,location
139,Rumah Pinggir Jalan Magelang (Strategis Banget),Rp 1.495.000.000,103,110,4,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
140,Rumah Murah Area Kampus Uii harga Murah,Rp 680.000.000,123,54,3,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
141,"Rumah Dekat UGM, UTY, JCM",Rp 1.500.000.000,126,90,3,2,1,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
142,Dijual Cepat Hunian Murah kawasan ring road minimalis modern,Rp 481.000.000,120,55,2,1,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
143,Rumah Baru Jl Kaliurang Km 13 Dekat Kampus UII PPPG Proses Bangun,Rp 950.000.000,75,129,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
144,Rumah Klasik Mewah Dengan Perabot Lengkap Dekat Pamella Tujuh Kalasan,Rp 2.000.000.000,128,258,5,4,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
145,Rumah Murah Bisa KPR di Area Prambanan: Konsep Heritage,Rp 260.009.999,87,45,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
146,Rumah Pinggir Jalan Magelang (Strategis Banget),Rp 1.495.000.000,103,110,4,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
147,Rumah Dekat Alun-alun Bantul di Jl Selarong Proses Bangun,Rp 330.000.002,84,45,2,1,1,SHM - Sertifikat Hak Milik,"Pajangan, Bantul Kab., Yogyakarta D.I."
148,"Rumah Belakang CassaGrande Jl Ringroad, SIAP HUNI",Rp 850.000.000,150,300,3,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
149,Rumah Minimalis di Maguwoharjo dekat Pasar Stan dan Tajem,Rp 450.000.000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
150,Rumah cantik dekat kampus UGM lingkungan nyaman dan strategis,Rp 999.900.000,122,120,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
151,Launching!! Selatan Perum Pertamina Perumahan Konsep Modern Purwo,Rp 873.000.990,118,70,3,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
152,"Rumah Dalam Perumahan Jl.Palagan Km.8 Dekat Hyatt,Monjali,UGM",Rp 775.000.000,91,60,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
153,Rumah Dekat Jalan Imogiri Timur di Puton Jetis Siap Bangun,Rp 385.000.000,107,45,2,1,1,SHM - Sertifikat Hak Milik,"Jetis, Bantul Kab., Yogyakarta D.I."
154,Rumah Murah Strategis Tanah Luas Barat SMU 1 Teladan Wirobrajan,Rp 899.000.000,225,225,5,3,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
155,Rumah siap huni terbaik di area nya,Rp 469.000.000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I."
156,Rumah Dijual Timur Masjid Suciati jl Gitogati Sleman,Rp 725.000.000,116,90,2,1,0,,"Sleman, Sleman Kab., Yogyakarta D.I."
157,Rumah Baru Mewah Luxury 3 Lantai Pinggir Jalan Di Jl. Kaliurang Km. 7,Rp 5.250.000.000,1,1,3,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
158,Free Carport dan Garasi  Rumah Baru Minimalis di Tamantirto,Rp 389.999.999,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Mergangsan, Yogyakarta Kota, Yogyakarta D.I."
159,"Dijual Rumah Sleman, Umbulmartani View Merapi Timur Kampus UII TERPADU",Rp 650.000.088,104,63,2,1,2,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
160,"Rumah Dekat UGM, UTY, JCM",Rp 1.500.000.000,126,90,3,2,1,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
161,"RUMAH DENGAN TANAH LUAS BARAT UGM &amp; RS.SARJIYO DEKAT TUGU, MALIOBORO",Rp 2.098.900.000,150,300,6,2,2,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I."
162,Rumah dijual rumah minimalis di mlati sleman jogja yogya yogyakarta,Rp 675.000.000,90,60,3,2,0,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
163,RUMAH EXCLUSIVE KRATON YOGYAKARTA,Rp 4.900.000.000,446,300,2,3,1,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I."
164,Rumah Baru Barat Lapangan Denggung Sleman Siap Bangun,Rp 385.000.000,84,45,2,1,0,,"Sleman, Sleman Kab., Yogyakarta D.I."
165,Rumah Minimalis Jl Pendowoharjo Dalam Cluster,Rp 480.000.000,112,45,2,1,1,SHM - Sertifikat Hak Milik,"Tempel, Sleman Kab., Yogyakarta D.I."
166,Rumah Modern Nyaman Untuk Keluarga,Rp 400.000.000,83,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I."
167,Rumah Tropis di Laguna Spring Jalan Wonosari,Rp 2.500.000.000,127,130,3,3,2,HGB - Hak Guna Bangun,"Banguntapan, Bantul Kab., Yogyakarta D.I."
168,Bu jual rumah baru tanah luas di manisrenggo view sawah,Rp 375.000.000,67,50,2,1,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
169,Dijual rumah minimalis siap huni di daerah gamping ringroad barat,Rp 800.000.000,141,55,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
170,Rumah Murah Jl Padma Dekat Hotel Hyatt Kampus UGM,Rp 845.000.000,113,80,2,1,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
171,Rumah Baru Siap Huni Di jl Imogiri barat Utara Polsek Jetis Bantul,Rp 380.000.000,85,50,2,1,0,,"Pajangan, Bantul Kab., Yogyakarta D.I."
172,Rumah Baru Siap Huni Di Jalan Imogiri Barat Dekat Kota Jogja,Rp 400.000.000,85,60,2,1,1,SHM - Sertifikat Hak Milik,"Jetis, Bantul Kab., Yogyakarta D.I."
173,Rumah jogja dekat SCH american style,Rp 1.545.000.000,120,136,3,2,,,"Ngaglik, Sleman Kab., Yogyakarta D.I."
174,Rumah 2 lantai dekat Harjolukito di blok O,Rp 950.000.000,162,280,3,3,2,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I."
175,Rumah Mewah Dekat RSA UGM Di Bawah 1 M,Rp 975.000.000,171,150,4,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
176,Murah! Perumahan Modern Konsep Eropa Dekat Kids Fun,Rp 650.009.900,209,100,3,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
177,rumah baru siap huni Jakal KM 12,Rp 800.000.000,148,80,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
178,"Rumah Siap Huni Dekat Kelurahan Bangunjiwo,10 menit ke kampus UMY",Rp 530.000.000,107,53,2,2,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
179,Dijual Hunian Murah Proses Finishing Barat Klinik Widuri,Rp 475.000.000,112,47,2,1,0,,"Sleman, Sleman Kab., Yogyakarta D.I."
180,Dijual rumah dalam komplek perumahan di seputaran banguntapan bantul,Rp 485.000.000,86,60,2,2,1,SHM - Sertifikat Hak Milik,"Piyungan, Bantul Kab., Yogyakarta D.I."
181,Jual kos di umbulharjo jogja,Rp 850.000.000,156,156,7,3,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
182,Jual rumah di griya perwita wisata jalan Kaliurang Jogja,Rp 700.000.000,84,60,3,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
183,RUMAH DI PURWOMARTANI KALASAN SLEMAN DALAM CLUSTER DEKAT SAMBISARI,Rp 1.600.000.000,146,134,4,4,2,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
184,Rumah jogja dekat SCH american style,Rp 1.545.000.000,120,136,3,2,,,"Ngaglik, Sleman Kab., Yogyakarta D.I."
185,Rumah 2 lantai dekat Harjolukito di blok O,Rp 950.000.000,162,280,3,3,2,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I."
186,Rumah Mewah Dekat RSA UGM Di Bawah 1 M,Rp 975.000.000,171,150,4,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
187,Murah! Perumahan Modern Konsep Eropa Dekat Kids Fun,Rp 650.009.900,209,100,3,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
188,rumah baru siap huni Jakal KM 12,Rp 800.000.000,148,80,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
189,"Rumah Siap Huni Dekat Kelurahan Bangunjiwo,10 menit ke kampus UMY",Rp 530.000.000,107,53,2,2,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
190,Dijual Hunian Murah Proses Finishing Barat Klinik Widuri,Rp 475.000.000,112,47,2,1,0,,"Sleman, Sleman Kab., Yogyakarta D.I."
191,Rumah Dekat Wisata Gabusan Siap Huni di Suruhan Sewon,Rp 350.000.002,85,50,2,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
192,PERUMAHAN MEWAH MULAI 900JUTAAN DEKAT KAMPUS UII - SMR285,Rp 900.000.000,131,70,3,3,2,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
193,"CLUSTER MEWAH Griya di Maguwoharjo, Jual Cepat",Rp 1.870.000.000,120,135,4,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
194,Saatnya Miliki Rumah Konsep Minimalis Bernuansa Putih Elegan 500jutaan,Rp 500.000.018,142,45,2,1,1,SHM - Sertifikat Hak Milik,"Tempel, Sleman Kab., Yogyakarta D.I."
195,DIJUAL MURAH RUMAH 2 LANTAI SEKITAR STADION SULTAN AGUNG,Rp 600.000.000,70,50,2,2,2,SHM - Sertifikat Hak Milik,"Bantul, Bantul Kab., Yogyakarta D.I."
196,Perumahan Bale Tarendra Strategis di jln wates-Yogyakarta,Rp 475.000.000,121,40,2,1,0,SHM - Sertifikat Hak Milik,"Nanggulan, Kulon Progo Kab., Yogyakarta D.I."
197,"RUMAH MINIMALIS PLUS PERABOT DALAM PERUMAHAN 5 MENIT KE UMY -
SMR 325",Rp 890.000.000,901,50,2,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
198,RUMAH DI SEDAYU BANTUL JALAN WATES KM 9 BELAKANG CIPUTRA,Rp 428.000.000,103,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I."
199,Rumah Hook Strategis Dipinggir Jalan Aspal,Rp 660.000.000,86,50,2,1,1,SHM - Sertifikat Hak Milik,"Berbah, Sleman Kab., Yogyakarta D.I."
200,Jual  rumah etnix pakem,Rp 1.500.000.000,160,195,5,2,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
201,Rumah Mewah 500 Jutaan di Jogja!,Rp 546.000.000,90,50,2,1,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
202,MURAH BANGET RUMAH MEWAH LUAS DI JL PARANGTRITIS DEKAT KRATON YOGYA,Rp 3.500.000.000,350,500,6,5,2,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
203,Rumah apa adanya Nyutran Wirogunan Mergangsan,Rp 790.000.000,222,220,4,3,1,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I."
204,RUMAH MURAH STRATEGIS DI DEKAT KAMPUS UII JL KALIURANG SLEMAN YOGYA,Rp 585.000.000,178,180,3,2,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
205,SMART HOME DESAIN SCANDINAVIAN DI BANTUL DEKAT KIDS FUN,Rp 910.000.000,108,90,3,2,2,SHM - Sertifikat Hak Milik,"Banguntapan, Bantul Kab., Yogyakarta D.I."
206,Rumah di Sedayu Bantul dekat Jalan Utama Wates Akses Jalan Lebar,Rp 385.000.008,88,45,2,1,1,SHM - Sertifikat Hak Milik,"Sedayu, Bantul Kab., Yogyakarta D.I."
207,"Tanah Sleman Murah, Sertipikat SHM, Dekat UII",Rp 450.000.000,107,45,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
208,Kode RSH 188 # Rumah Bagus Siap Huni di Barat Polres Sleman Yogyakarat,Rp 350.000.000,90,36,2,1,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
209,Rumah Baru Dalam Cluster JL Kabupaten Dalam Ring Road,Rp 1.468.000.000,101,130,3,3,2,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
210,Rumah 2 Lantai Strategis dekat Jalan Taman Siswa,Rp 1.225.000.000,186,220,5,4,2,,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I."
211,Jual Rumah lokasi Strategis,Rp 700.000.000,111,50,2,2,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
212,"Rumah dijual, Rumah kosan eksklusif full penghuni, dekat Kampus UGM",Rp 900.000.000,70,70,5,5,2,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
213,Rumah Baru dan Luas Dalam Ring Road JL Kabupaten,Rp 1.550.000.000,130,129,3,3,2,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
214,"RUMAH MINIMALIS 499JUTA SIAP BANGUN DEKAT PASAR GODEAN -
SMR 276",Rp 499.000.000,100,60,2,1,1,SHM - Sertifikat Hak Milik,"Godean, Sleman Kab., Yogyakarta D.I."
215,Dijual Hunian Idaman Strategis Hanya 200 Jutaan di Kulonprogo,Rp 225.000.000,113,40,2,2,1,SHM - Sertifikat Hak Milik,"Pengasih, Kulon Progo Kab., Yogyakarta D.I."
216,Rumah Dijual OBRAL Full Penghuni Di Jalan Kaliurang Km 10 Dekat Bias,Rp 675.000.000,120,120,4,1,,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
217,Rumah Siap Huni Di Sewon Bantul Dekat Wisata Manding Dan Gabusan,Rp 415.000.008,88,45,2,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
218,"Kost Jogja 2 lantai, 11 Kamar. Pogung Baru. dekat ke kampus UGM. SHM",Rp 3.950.000.000,333,200,5,3,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
219,Dijual BU Rumah Murah Pol Timur Pabrik Gula Madukismo,Rp 575.000.000,100,80,3,2,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
220,Dijual cepat karena pindah tugas rumah baru selesai bangun,Rp 575.000.000,103,70,3,1,1,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
221,Rumah Minimalis 2 Lantai Dengan Kolam Renang Pribadi Dekat Kampus UMY,Rp 880.000.005,106,90,3,2,2,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
222,Rumah dekat UII jalan kaliurang km 13,Rp 689.000.000,93,45,2,1,1,HGB - Hak Guna Bangun,"Ngaglik, Sleman Kab., Yogyakarta D.I."
223,Rumah Siap Huni Di Sewon Bantul Dekat Wisata Manding Dan Gabusan,Rp 415.000.008,88,45,2,1,1,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
224,"Kost Jogja 2 lantai, 11 Kamar. Pogung Baru. dekat ke kampus UGM. SHM",Rp 3.950.000.000,333,200,5,3,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
225,Dijual BU Rumah Murah Pol Timur Pabrik Gula Madukismo,Rp 575.000.000,100,80,3,2,,SHM - Sertifikat Hak Milik,"Kasihan, Bantul Kab., Yogyakarta D.I."
226,"Dijual Rumah Mewah Minimalis Dekat Ringroad, Sleman Yogyakarta",Rp 472.500.000,75,45,2,2,2,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
227,Rumah full furnished di jln Besi-Jangkang - SMR 220,Rp 696.000.000,130,80,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
228,Rumah baru di Pandanaran akses jalan 5 mtr dekat UII,Rp 795.000.000,105,71,3,2,0,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
229,900jt-an Dapat Rumah 2 Lantai Mewah Sebelah Barat Jalan Magelang,Rp 975.000.008,115,100,4,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
230,Dijual Cepat Rumah View Sejuk Dekat Pasar Seni Gabusan,Rp 450.000.000,139,139,2,1,,SHM - Sertifikat Hak Milik,"Sewon, Bantul Kab., Yogyakarta D.I."
231,"Rumah Murah di Selatan Uii, Hanya 200 Juta-an",Rp 195.000.400,50,30,2,1,1,HGB - Hak Guna Bangun,"Ngaglik, Sleman Kab., Yogyakarta D.I."
232,Rumah baru mewah dlm perum dekat casagrande mahuwoharjo,Rp 1.870.000.000,143,110,3,2,2,,"Depok, Sleman Kab., Yogyakarta D.I."
233,"PERUMAHAN MODERN BARU DI JL. KALIURANG

-SMR 312",Rp 800.000.000,112,45,2,1,1,HGB - Hak Guna Bangun,"Ngaglik, Sleman Kab., Yogyakarta D.I."
234,Dijual KOST 80 Kamar Jarak Cuma 20 Meter Dari Kampus UII,Rp 13.000.000.000,1576,2500,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
235,"Rumah Termurah di Jakal, Siap Bangun 10 Unit",Rp 190.002.000,50,30,2,1,1,HGB - Hak Guna Bangun,"Ngaglik, Sleman Kab., Yogyakarta D.I."
236,"jual rmh dkt Jalan Kaliurang,Tiyasan,Condoncatur,perum Banteng",Rp 950.096.390,132,60,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
237,Rumah dalam perumahan elit jalan palagan km 10,Rp 1.700.000.000,205,80,3,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
238,"Kos Eksklusif Siap Bangun dalam Ringriad dekat UGM, Jombor dan JCM",Rp 2.750.000.000,115,170,8,8,2,SHM - Sertifikat Hak Milik,"Jetis, Yogyakarta Kota, Yogyakarta D.I."
239,Kode : RSH 3017 #Rumah Cantik Semi Furnished Dalam Perum Agatama Recen,Rp 925.000.000,148,64,3,2,1,HGB - Hak Guna Bangun,"Banguntapan, Bantul Kab., Yogyakarta D.I."
240,"Kode RSH 162 #  Rumah Cantik Siap Huni di Jl Kaliurang km 7,8 Ngaglik",Rp 1.100.000.000,175,125,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
241,Rumah baru dekat UII Pusat di jakal km 13,Rp 750.000.000,129,75,2,1,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
242,MURAH! JUAL CEPAT RUMAH CANTIK 2 LANTAI DI SLEMAN,Rp 835.000.000,115,130,4,3,2,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
243,Rumah dalam perum Purwomartani,Rp 1.600.000.000,107,130,3,2,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
244,Rumah dalam perumahan elit jalan palagan km 10,Rp 1.700.000.000,205,80,3,3,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
245,"Kos Eksklusif Siap Bangun dalam Ringriad dekat UGM, Jombor dan JCM",Rp 2.750.000.000,115,170,8,8,2,SHM - Sertifikat Hak Milik,"Jetis, Yogyakarta Kota, Yogyakarta D.I."
246,Rumah kost ekslusif lingkungan selatan kampus UII jakal kM 14,Rp 5.500.000.000,303,1016,&gt;10,&gt;10,4,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
247,Oemah Joglo 312 m2 Besi Jangkang JL Kaliurang Sukoharjo Ngaglik,Rp 799.000.000,112,45,2,1,1,HGB - Hak Guna Bangun,"Ngaglik, Sleman Kab., Yogyakarta D.I."
248,"For SALE, Rumah Mewah di Utara Jogja Bay, One Gates System",Rp 1.505.000.000,123,180,4,3,2,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
249,Dijual kos dan rumah induk di condong catur dekat UPN,Rp 3.800.000.000,130,230,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I."
250,Kost dijual Jogja di Jakal 5 menit ke Kampus UII Jalan Kaliurang KM 13,Rp 1.900.000.000,150,250,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
251,Kost 13 KT Eksklusif Jakal Kaliurang Km 13 jogja kos dekat Kampus UII,Rp 2.100.000.080,285,165,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
252,Griya Perumahan Purwo Sleman Dkat JL Tajem Wedomartani Maguwoharjo,Rp 699.000.000,102,60,2,1,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
253,Rumah baru dekat UII jakal km 13 besi jangkang,Rp 775.000.000,135,80,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
254,Rumah Modern Sertifikat SHM Dekat Pamela 7,Rp 553.050.000,107,45,2,1,0,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
255,Kost 13 KT Eksklusif Jakal Kaliurang Km 13 jogja kos dekat Kampus UII,Rp 2.100.000.080,200,250,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
256,"Kost Eksklusif dekat UGM Monjali,Pogung,Pandega Jogja,kos Nandan",Rp 3.300.000.000,200,300,&gt;10,&gt;10,2,HGB - Hak Guna Bangun,"Depok, Sleman Kab., Yogyakarta D.I."
257,Rumah Cantik Berkualitas Di Jalan Kaliurang Km 13 Dekat UGM,Rp 835.000.000,100,130,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
258,Rumah Siap Huni Jual Cepat Di Sleman Legalitas SHM &amp; IMB Siap KPR,Rp 585.000.088,93,54,2,1,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
259,"Rumah Mewah Baru di Jalan kaliurang Km 8,5 Akses Jalan Besar",Rp 2.700.000.000,252,200,5,3,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
260,"Rumah Cantik di Dekat SMKN 1 Kalasan , RS Bhayangkara 400Jutaan",Rp 488.000.000,100,45,2,1,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
261,Rumah sederhana dalam ringroad dekat UPY sonosewu nitiprayan UMY,Rp 300.000.000,46,46,2,1,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
262,Rumah 7 menit ke umy,Rp 360.000.000,82,70,2,1,1,SHM - Sertifikat Hak Milik,"Gamping, Sleman Kab., Yogyakarta D.I."
263,MURAH! JUAL CEPAT RUMAH CANTIK 2 LANTAI DI SLEMAN,Rp 835.000.000,115,130,4,3,2,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
264,Kost 13 KT Eksklusif Jakal Kaliurang Km 13 jogja kos dekat Kampus UII,Rp 2.100.000.080,200,250,&gt;10,&gt;10,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
265,"Kost Eksklusif dekat UGM Monjali,Pogung,Pandega Jogja,kos Nandan",Rp 3.300.000.000,200,300,&gt;10,&gt;10,2,HGB - Hak Guna Bangun,"Depok, Sleman Kab., Yogyakarta D.I."
266,Rumah Cantik Berkualitas Di Jalan Kaliurang Km 13 Dekat UGM,Rp 835.000.000,100,130,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
267,Rumah Siap Huni Jual Cepat Di Sleman Legalitas SHM &amp; IMB Siap KPR,Rp 585.000.088,93,54,2,1,1,SHM - Sertifikat Hak Milik,"Ngemplak, Sleman Kab., Yogyakarta D.I."
268,"Rumah Mewah Baru di Jalan kaliurang Km 8,5 Akses Jalan Besar",Rp 2.700.000.000,252,200,5,3,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
269,Rumah Dekat Jombor Di Mlati Seyegan Murah 600 Jutaan Dekat Pemda,Rp 675.000.000,90,60,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
270,"Selangkah Menuju Kampus UMY,Rumah Murah Kasihan",Rp 486.000.003,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Danurejan, Yogyakarta Kota, Yogyakarta D.I."
271,Rumah Di Jalan Pandanaran Yogyakarta Luas dan Murah,Rp 800.000.001,140,73,3,2,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
272,Rumah Mungil di Purwomartani Timur Perumahan Pertamina,Rp 585.000.001,129,90,3,2,1,SHM - Sertifikat Hak Milik,"Kalasan, Sleman Kab., Yogyakarta D.I."
273,"400 Jutaan, Cluster Tamantirto Hills Kasihan Bantul, Siap Bangun",Rp 470.000.000,97,45,2,1,1,SHM - Sertifikat Hak Milik,"Ngampilan, Yogyakarta Kota, Yogyakarta D.I."
274,MINIMALIS Terjangkau Hanya 5 Menit Kampus UII KALIURANG,Rp 575.000.000,87,60,3,2,2,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
275,Rumah Strategis Lingkungan Perumahan di Jalan Kaliurang km 9,Rp 1.500.000.000,100,90,3,3,1,SHM - Sertifikat Hak Milik,"Ngaglik, Sleman Kab., Yogyakarta D.I."
276,HUNIAN MODERN MINIMALIS SIAP HUNI LOKASI PREMIUM,Rp 700.000.211,101,47,2,1,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
277,Promo Lebaran  Cluster Modern  di Tamantirto,Rp 479.999.999,97,45,2,1,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I."
278,RUMAH MINIMALIS MODERN CANTIK DI JOGJA UTARA - SMR120,Rp 415.000.000,121,45,2,1,1,SHM - Sertifikat Hak Milik,"Tempel, Sleman Kab., Yogyakarta D.I."
