,title,price,land,building,bed,bath,floor,certificate,location
153,Dijual Rumah Baru dan Bagus di Jl.Kaliurang Km 10,Rp 850.000.000,202,150,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
154,Dijual Rumah Baru dan bagus di Jl.Kaliurang km 10,Rp 950.000.000,135,100,2,1,0,,"Sleman, Sleman Kab., Yogyakarta D.I."
155,"DALAM RINGROAD PERUMAHAN PONDOK PERMAI JL.GODEAN, DEKAT MALIOBORO,TUGU",Rp 2.399.000.000,176,270,4,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
156,Kost Dekat UPN dan Amikom Condongcatur Jalan Candi Gebang,Rp 1.750.000.000,140,270,&gt;10,&gt;10,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
157,"Turun harga Rumah baru siap huni ,Purwomartani kalasan",Rp 750.000.000,104,68,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
158,JUAL MURAAHH RUMAH MEWAH JL AM SANGAJI MONJALI UGM TUGU JOGJA,Rp 3.000.000.000,298,200,4,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
159,"Rumah murah di jl Palagan dekat Hyatt Jogja, dekat ke UGM Jcm, dll",Rp 1.500.000.000,462,150,3,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
160,"Rumah murah di jl Palagan dekat Hyatt Jogja, dekat ke UGM Jcm, dll",Rp 1.500.000.000,462,150,3,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
161,KOST 26 KAMAR  di SETURAN mobil simpangan,Rp 3.200.000.001,200,400,&gt;10,&gt;10,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
162,Dijual Rumah Bagus dan Cantik di Jl.Godean Km 7.5,Rp 990.000.000,115,130,4,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
163,Rumah Baru Murah Mewah Luxury Full Furnish Di Jl. Kaliurang Km. 9,Rp 1.395.000.000,160,120,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
164,"Desain Cantik, Rumah FULL FURNISH Dekat Kota JOGJA",Rp 1.450.000.000,141,93,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
165,Jual cepat kost exslussive dekat kampus UGM &amp; RS Sarjito,Rp 3.100.000.000,180,250,10,10,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
166,"Kost Jogja 2 lantai, 11 Kamar. Pogung Baru. dekat ke kampus UGM. SHM",Rp 3.950.000.000,225,200,8,8,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
167,"Rumah Tajem, Dekat UPN, UMBY",Rp 4.500.000.000,685,400,3,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
168,"Kost murah di Seturan ,Jogja",Rp 1.900.000.000,100,200,9,9,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
169,Rumah bagus dalam perumahan di belakang Hyaat jl Padma Palagan Yogya,Rp 1.400.000.000,110,100,3,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
170,Rumah beserta penginapan dan tempat usaha strategis,Rp 20.000.000.000,663,500,6,4,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
171,Kos Eksklusif 28 Kamar di Pogung Baru dekat UGM,Rp 9.000.000.000,364,400,6,4,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
172,Dijual Rumah strategis pinggir jalan aspal dekat kampus UNISA,Rp 700.000.000,188,170,8,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
173,Dijual Rumah di sebelah Hotel Hyatt Jl.Palagan,Rp 1.200.000.000,102,170,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
174,Dijual Rumah Megah Dan Mewah Hanya 2 Menit Ke UGM,Rp 7.500.000.000,419,264,5,4,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
175,DIJUAL RUMAH MEWAH DALAM PERUMAHAN  CASAGRANDE COCOK UNTUK KELUARGA,Rp 6.000.000.000,396,458,6,5,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
176,"Kost Exclusive 39 Kamar di Pogung Baru dekat Kampus UGM ,UNY",Rp 13.000.000.000,1253,500,6,4,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
177,DI JUAL RUMAH+KOST EXCLUSIVE DEKAT UGM EIVE,Rp 4.400.000.000,410,200,7,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
178,Homestay Joglo Dan Resto Murah Tanah Luas Utara Jogja Bay Maguwo,Rp 3.499.000.000,605,300,5,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
179,Tanah Murah Sleman Legalitas SHM,Rp 325.000.000,90,40,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
180,KAVLING SIAP BANGUN LOKASI STRATEGIS HARGA MURAH,Rp 450.000.000,101,36,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
181,"Kapling 1 Jt-an Jogja Barat, Kawasan Industri Sentolo",Rp 150.000.000,52,52,2,1,0,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
182,Kost dan rumah induk di kawasan eksklusif seputaran kampus UGM,Rp 3.500.000.000,253,264,&gt;10,&gt;10,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
183,Rumah Design Scandinavian 300 Jutaan,Rp 375.980.500,88,40,2,1,0,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I."
184,Kos Eksklusif 28 Kamar di Pogung Baru dekat UGM,Rp 9.000.000.000,450,1000,&gt;10,&gt;10,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
185,Dijual Rumah Pendowoharjo Sleman,Rp 4.000.000.000,789,260,3,2,0,,"Sleman, Sleman Kab., Yogyakarta D.I."
186,Kode : RSH 3266 #Rumah Cantik 2 Lantai Full Furnished di Dekat Kampus,Rp 1.200.000.000,110,186,5,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
187,"Griya Tirta Hutama 3, Unit Area Pundong, Mlati, Dekat SPBU Cebongan",Rp 440.200.000,87,36,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
188,Rumah minimalis murah di Seyegan - SMR123,Rp 300.000.000,105,36,2,1,0,,"Seyegan, Sleman Kab., Yogyakarta D.I."
189,Green Residence Caturharjo rumah idaman Sleman Yogyakarta,Rp 435.000.000,91,40,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
190,Rumah baru siap Huni didkt pasar Nambongan hnya 375jt,Rp 375.000.650,106,47,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
191,Rumah Design Scandinavian 300 Jutaan,Rp 375.980.500,90,40,2,1,1,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I."
192,Rumah Strategis di Jalan Kaliurang Km 6 dekat UGM,Rp 1.320.000.000,140,65,3,1,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
193,Rumah Baru Siap Huni Perumahan Jl Kaliurang km 12 Dekat Kampus UII UGM,Rp 840.000.000,1,105,4,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
194,RUMAH SIAP HUNI JLN GODEAN KM 6 SLEMAN,Rp 1.200.000.000,253,200,3,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
195,Rumah siap bangun,Rp 465.000.000,107,36,2,1,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I."
196,Rumah Berkualitas Bikin Puas di The Paradise Palagan,Rp 3.150.000.000,167,100,3,2,2,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I."
197,Rumah cluster dekat perum candi dekat jogja bay maguwo,Rp 860.000.000,120,100,3,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
198,"Djual Rumah di Magelang Dekat Rumah Sakit RSJ, Kampus UTID, Alun2",Rp 1.500.000.000,270,270,4,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
199,Dijual rumah dekat ring road utara rs ugm,Rp 850.000.000,170,165,3,4,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
200,RUMAH TERMURAH STRATEGIS DEKAT JL MAGELANG DAN SKE MLATI SLEMAN YOGYA,Rp 500.000.000,75,45,2,2,2,,"Sleman, Sleman Kab., Yogyakarta D.I."
201,RUMAH SIAP BANGUN GRIYA TIRTA HUTAMA 3 YOGYAKARTA TERMURAH,Rp 450.000.000,87,36,2,1,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
202,"Dijual Rumah Timur Pamela 7 Kalasan, Strategis 800 Jutaan",Rp 813.000.000,115,100,4,4,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
203,"Rumah bagus di perumahan umbul permai ,utara jln damai JOGJA",Rp 875.000.000,138,80,3,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
204,Dijual Rumah Baru Dalam Cluster Di Utara Pasar Cebongan,Rp 700.000.003,178,81,3,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
205,"Mobil Masuk, Padat Penduduk, 2 Kavling Saja 500juta NEGO",Rp 500.000.000,86,36,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
206,Rumah siap bangun dalam cluster dijakal km 12,Rp 750.000.000,260,70,3,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
207,Perumahan Ekslusif Jogja Siap Bangun Strategis Dekat Sleman City Hall,Rp 1.496.000.000,101,110,4,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
208,Kode RSH835 #Rumah Cantik Barat Perum Grand Tlogoadi Mlati Sleman Yogy,Rp 700.000.000,199,90,4,2,3,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
209,APIK!  RUMAH SEMI FURNISHED DALAM PERUM ELITE dekat RSA UGM JOGJA,Rp 2.600.000.000,136,110,3,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
210,DENGAN HARGA MIRING KUALITAS BAGUS SIAP BANGUN HUNIAN IMPIAN ANDA,Rp 485.000.000,105,70,3,1,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I."
211,RUMAH SIAP HUNI MURAH DI SLEMAN,Rp 600.038.388,104,45,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
212,Rumah Mewah 900 Jutaan Di Jogja,Rp 975.000.000,120,100,4,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
213,Rumah Kawasan Asri Tipe 60/100 dekat Polres Sleman,Rp 599.000.012,102,60,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
214,Mini Cluster DiMedari barat Pasar Samsat Sleman,Rp 375.065.000,93,40,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
215,Hunian Cantik View Sawah Bergaya Eropa Hanya 300 Jutaan,Rp 361.000.089,81,35,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
216,Dijual rumah baru siap huni minimalis modern lokasi di sumberadi mlati,Rp 675.000.000,120,88,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
217,"Perum Townhouse Nitikan Dekat XT.Square,Mirota Jl.Supeno,Tamansiswa",Rp 1.249.900.000,109,101,3,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
218,Rumah murah di cebongan dkt ugm uty unisa rs ugm rs lativa  tvri (23),Rp 550.000.000,94,36,2,1,1,,"Mlati, Sleman Kab., Yogyakarta D.I."
219,RUMAH BARU CANTIK DI SLEMAN JOGJA,Rp 1.700.000.000,104,185,4,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
220,RUMAH BARU CANTIK DI SLEMAN JOGJA,Rp 1.700.000.000,104,185,4,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
221,INVESTASI JANGKA PANJANG RUMAH DEKAT UMY RUMAH 350 JUTAAN,Rp 358.585.333,89,50,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
222,RUMAH SIAP HUNI MURAH DEKAT PEMDA SLEMAN,Rp 600.000.000,209,209,3,2,0,,"Sleman, Sleman Kab., Yogyakarta D.I."
223,Rumah Cantik Siap Bangun Sesuai Selera &amp; Budget Anda,Rp 410.000.000,93,36,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
224,Rumah baru dekat SKE di jambon mlati sleman,Rp 1.300.000.000,115,128,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
225,Hunian Terjangkau - Kios Termurah - Jakal Km 11,Rp 120.000.025,125,120,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
226,Kost dekat ugm jogja,Rp 3.000.000.000,323,300,8,9,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
227,"Rumah di Jogja, Ngaglik Sleman, Rumah 2 lantai Hook, Jakal Km 8,5",Rp 1.600.000.000,130,136,3,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
228,"Mobil Masuk, Padat Penduduk, 2 Kavling Saja 500juta NEGO",Rp 500.000.000,113,60,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
229,Rumah 2 Lantai Siap Huni perumahan palagan km 8,Rp 1.090.000.000,141,93,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
230,Jual Rumah Cluster Strategis Murah di dekat RSUD Sleman City Hall,Rp 420.000.000,93,40,2,1,1,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I."
231,"dijual segera rumah di jl Magelang km 13, Medari Cilik, Sleman, Jogja.",Rp 335.000.000,120,80,2,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
232,RUMAH MURAH LUAS STRATEGIS DEKAT KAMPUS UGM JL MAGELANG SLEMAN YOGYA,Rp 1.500.000.000,225,150,4,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
233,Rumh besar tanah luas nyaman Margoagung Seyegan,Rp 3.700.000.000,700,260,4,2,1,,"Seyegan, Sleman Kab., Yogyakarta D.I."
234,Rumah Istimewa di Pogung dekat Kampus UGM,Rp 2.900.000.000,268,200,5,3,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
235,490juta minimalis dekat Pasar Godean - SMR 214,Rp 490.000.000,114,60,2,1,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I."
236,Rumah mewah 2 lantai di tlogoadi mlati sleman,Rp 850.000.000,170,165,3,4,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
237,"Rumah Palagan dekat Hyatt,Jombor,Jongke,Lempongsari,ugm,magelang,jogja",Rp 2.000.000.000,145,155,5,4,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
238,Rumah 2 Lantai di Pogung dekat Kampus UGM,Rp 1.800.000.000,127,90,2,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
239,Rumah Villa Dan Homestay Mewah Kolam Renang Tanah Luas Di Turi Sleman,Rp 5.499.000.000,1225,600,6,5,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
240,Rumah Villa Dan Homestay Mewah Kolam Renang Tanah Luas Di Turi Sleman,Rp 5.499.000.000,1225,600,6,5,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
241,"Rumah Modern di pondo permai bnguntapan Dekat Balong,Kotagede,JEC,dll",Rp 994.900.000,99,60,3,2,,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
242,Rumah baru dekat RS .Wirosaban Jogja,Rp 950.000.000,170,95,3,3,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
243,Jual Rumah Cluster Strategis Murah di dekat RSUD Sleman City Hall,Rp 399.000.000,106,36,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
244,Rumah siap huni dlm ringroad dekat SKE,Rp 1.100.000.000,115,128,3,2,,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
245,Rumah minimalis siap huni belakang hotel hyatt,Rp 679.000.000,114,90,2,1,,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
246,Rumah Sangat Luas Di Turi Sleman Masih Asri,Rp 2.200.000.000,962,160,4,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
247,"Rumah dijual, baru, dalam perum, Jl. Kaliurang km 12",Rp 995.000.000,101,47,2,1,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
248,"Rumah Jongke Jalan Magelang Dekat Palagan, Jombor, Gito-gati",Rp 1.400.000.000,170,165,3,4,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
249,Rumah Baru di Cebongan Barat Jombor dan JCM area Kavlingan 500 Jutaan,Rp 560.000.000,90,60,3,2,,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
250,Cluster SIAP HUNI 2 UNIT TERAKHIR Strategis dekat Pasar Cebongan,Rp 675.000.000,156,100,3,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
251,BU JUAL RUMAH MURAH BELAKANG HYATT Cocok Untuk Investasi,Rp 725.000.000,114,90,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
252,WOW.. RUMAH JOGLO ETNIK JAWA MODERN DEKAT HOTEL HYATT REGENCY,Rp 875.000.000,102,60,3,2,1,,"Mlati, Sleman Kab., Yogyakarta D.I."
253,"Jual Cepat Rumah Di Lempongsari, Type 105/113 Strategis Jl Palagan",Rp 685.000.000,105,113,2,1,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I."
254,Dijual Rumah Siap Huni dalam Perumahan Jl. Kaliurang Km 7 Sleman,Rp 900.000.000,110,85,3,1,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I."
255,Rumah Dijual Type 200 Sisa Tanah Luas Dalam Ring Road Dekat JCM,Rp 1.700.000.001,173,200,5,5,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
256,Rumah dekat UGM dalam perumahan di pogung jakal km 5 dalam ringroad,Rp 2.000.000.000,252,200,5,3,0,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
257,Jual Rumah Strategis Murah di Murangan dekat RSUD Sleman City Hall,Rp 390.000.000,100,40,2,1,,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
258,Rumah baru minimalis siap huni di jln godean km 10 utara pasar godean,Rp 395.000.000,102,50,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
259,Rumah Siap Huni Dekat Pasar Cebongan Mlati Sleman,Rp 645.000.000,156,90,3,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
260,Rumah Siap Huni Dekat Pasar Cebongan Mlati Sleman,Rp 645.000.000,156,90,3,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
261,Jual Rumah Dalam PErum Kuantan Jongke Utara Terminal Jombor,Rp 1.950.000.000,140,158,3,2,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
262,"Rumah lantai dua mezzanine, termurah di jln palagan km 15",Rp 445.000.000,120,93,2,1,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
263,Segera Keep unitnya dan cek langsung lokasinya!,Rp 475.550.000,112,80,2,1,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I."
264,Jual Rumah dan Pekarangan,Rp 4.000.000.000,700,400,4,2,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I."
265,Rumah Modern Lahan Luas dan Lokasi Trategis dekat Lapangan Denggung,Rp 730.000.012,141,55,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
266,Rumah Siap Huni Dalam Kampung Sejuk Asri Murah,Rp 450.000.000,95,45,2,1,,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
267,Dijual rumah besar dengan konsep model eropa di utara jogjabay sleman,Rp 1.175.000.000,175,100,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
268,"DIJUAL RUMAH SIAP HUNI
Lokasi utara pasar godean",Rp 535.000.000,108,70,2,1,0,,"Seyegan, Sleman Kab., Yogyakarta D.I."
269,"Rumah Mewah Palagan dekat UGM,Hyatt,Lempongsari,Jongke,Jogja, Monjali",Rp 2.500.000.000,300,350,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
270,Hunian Nyaman Area Sleman Caturharjo Dkt JL Magelang Tlogoadi Mlati,Rp 510.000.000,133,65,2,1,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
271,Rumah Mewah dekat Hotel Hyatt Palagan UGM,Rp 2.100.000.001,154,150,5,4,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
272,Rumah baru proses bgn di jln palagan km 11.5 dkt ke pasar rejodani,Rp 690.000.000,0,32,1,1,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
273,Green Residence Caturharjo dekat Polres Sleman Yogyakarta,Rp 435.000.000,109,40,2,1,1,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I."
274,DIJUAL RUMAH JL MAGELANG KM 12,Rp 394.500.000,93,36,2,1,1,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I."
275,RUMAH SIAP HUNI MURAH DI SLEMAN,Rp 600.038.388,100,69,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
276,Rumah Gaya Villa 3 Kamar Tidur di Mlati Sleman Cuma 700 Jt,Rp 700.000.086,100,70,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
277,Dijual Rumah baru minimalis siap huni ditimur pasar cebongan,Rp 520.000.000,114,80,2,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
278,Rumah Cantik dengan Ornamen Batu Alam di Jalan Seyegan Godean,Rp 525.000.011,116,71,3,2,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I."
279,dijual rumah pinggir jalan raya,Rp 7.000.000.000,1600,160,1,1,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
280,Rumah Cantik 2 Lantai Modern Dalam Cluster Monjali,Rp 1.600.000.000,132,70,3,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
281,Rumah mewah 2 lantai di Jalan Kaliurang Km.10,Rp 1.500.000.000,130,100,3,3,2,,"Mlati, Sleman Kab., Yogyakarta D.I."
282,DI JUAL RUMAH CANTIK DEKAT UGM JAKAL KM 6,Rp 1.300.000.000,134,120,3,2,1,,"Mlati, Sleman Kab., Yogyakarta D.I."
283,"BARU, Rumah Mewah Minimalis Dekat Ringroad, Sleman Yogyakarta",Rp 472.500.000,74,45,2,2,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
284,Perum siap huni mewah murah dekat mirota godean Jogja,Rp 1.917.000.001,188,225,9,3,2,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
285,TERMURAH Rumah MEWAH dekat ugm dalam perumahan elit bale agung,Rp 4.800.000.000,319,400,6,5,2,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
286,Rumah full furnish dalam perumahan di Purwomartani Kalasan sleman,Rp 950.000.000,125,79,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
287,RUMAH CANTIK DALAM PERUM KUANTAN JOMBOR,Rp 1.250.000.000,126,113,3,2,1,HGB - Hak Guna Bangun,"Mlati, Sleman Kab., Yogyakarta D.I."
288,Hunian Eksklusif Mangku Jalan Purwomartani ; 3 Kamar Tidur,Rp 817.000.990,118,70,3,2,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
289,Rumah baru siap pakai di banguntapan bantul,Rp 750.000.000,123,72,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
290,MURAH! RUMAH CANTIK ASRI DI BANTUL,Rp 673.000.000,104,75,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
291,Rumah dijual malangrejo dekat stadion maguwoharjo sleman jogja utara,Rp 825.000.000,99,80,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
292,Rumah Murah Luxury Full Furnish Dalam Cluster Perum Ambarukmo Jogja,Rp 1.349.000.000,121,100,3,3,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
293,Dijual Penginapan aktif di Jl Boyong dekat Museum Merapi Kaliurang S,Rp 1.500.000.000,1023,400,&gt;10,&gt;10,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
294,Rumah dekat UGM UII Merapi View dalam perumahan palagan greenhills,Rp 2.900.000.007,266,190,3,3,0,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
295,rumah baru desain konsep villa,Rp 1.385.000.000,107,150,3,2,0,,"Mlati, Sleman Kab., Yogyakarta D.I."
296,RUMAH BERKONSEP KOS DI PERUMAHAN POGUNG PASTIKA DEKAT UGM,Rp 2.500.000.000,241,200,&gt;10,9,2,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
297,Strategis! Rumah Timur Kaliurang km.7 Harga Terjangkau,Rp 755.000.998,110,60,3,2,1,SHM - Sertifikat Hak Milik,"Mlati, Sleman Kab., Yogyakarta D.I."
298,Rumah Baru Siap Huni Dkt Tbbm Pertamina Rewulu jln wates km 9,Rp 360.000.000,115,50,2,1,1,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
299,RUMAH SIAP HUNI MURAH DEKAT PEMDA SLEMAN,Rp 600.000.000,98,60,2,1,,SHM - Sertifikat Hak Milik,"Sleman, Sleman Kab., Yogyakarta D.I."
300,"DI JUAL RUMAH DENGAN FITUR SMARTHOME DEKAT RSUD SLEMAN, D I YOGYAKARTA",Rp 385.000.000,83,40,2,1,1,HGB - Hak Guna Bangun,"Sleman, Sleman Kab., Yogyakarta D.I."
301,Hunian Baru 3KT Sleman Sayegan Dkt Triharjo Tlogoadi Cebongan,Rp 375.000.000,110,42,3,1,1,SHM - Sertifikat Hak Milik,"Seyegan, Sleman Kab., Yogyakarta D.I."
