title,price,land,building,bed,bath,floor,certificate,location,landprice,loc,point,lat,lon,regency
Rumah baru kolam renang sangat strategis dekat tugu jogja,5500000000,316,400,6,5,2,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I.",17405063,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7764921, 110.3611261, 0.0)",-7.7764921,110.3611261,Sleman Regency
Rumah Dekat Upn Hartono Mall di Condong Catur,1500000000,152,200,8,7,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",9868421,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah dalam kraton benteng sangat strategis dekat malioboro,1000000000,141,115,3,2,1,SHM - Sertifikat Hak Milik,"Mergangsan, Yogyakarta Kota, Yogyakarta D.I.",7092198,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.815317899999999, 110.3731766, 0.0)",-7.815317899999999,110.3731766,Sleman Regency
EKLUSIF..Unit Pojok Dalam Perumahan di MAGUWO ESTATE Sleman Yogyakarta,975000000,140,65,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",6964285,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah 3 lantai 5 menit ke UGM,1200000000,150,107,4,3,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",8000000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Homestay Guest House Tanah Luas 500 Meter,3000000000,550,500,6,5,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",5454545,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah Mewah Furnish Dlm Perum Elit Dekat TUGU JOGJA,4800000000,201,322,6,4,2,HGB - Hak Guna Bangun,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.",23880597,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.816772, 110.3838939, 0.0)",-7.816772,110.3838939,Sleman Regency
Jual Rumah Murah-Kasihan-Selatan UMY,483000999,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I.",5307703,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7764921, 110.3611261, 0.0)",-7.7764921,110.3611261,Sleman Regency
RUMAH ADA KOLAM RENANG PRIBADI DI TIMOHO KODYA JOGJA. BPY14,4900000000,340,200,4,4,1,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.",14411764,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.816772, 110.3838939, 0.0)",-7.816772,110.3838939,Sleman Regency
Rumah Siap Huni Dalam Perumahan Cantik Pesona Sadewa,493000087,93,45,2,1,1,SHM - Sertifikat Hak Milik,"Ngampilan, Yogyakarta Kota, Yogyakarta D.I.",5301076,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.797669399999999, 110.3591807, 0.0)",-7.797669399999999,110.3591807,Sleman Regency
Rumah Murah Modern 200Jt-an di Wonosari Jogja,200000000,50,36,2,1,1,HGB - Hak Guna Bangun,"Depok, Sleman Kab., Yogyakarta D.I.",4000000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah Tropis dengan Kolam Renang Pribadi di Casa Grande,12500000000,504,650,7,7,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",24801587,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah Siap Huni Murah Dekat Jln Utama Kasihan,482000098,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Mergangsan, Yogyakarta Kota, Yogyakarta D.I.",5296704,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.815317899999999, 110.3731766, 0.0)",-7.815317899999999,110.3731766,Sleman Regency
Rumah Dijual Murah Siap Huni Dekat Terminal Giwangan,365000003,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Kraton, Yogyakarta Kota, Yogyakarta D.I.",4010989,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8052845, 110.3642031, 0.0)",-7.8052845,110.3642031,Sleman Regency
Rumah minimalis siap huni lingkungan sejuk tamanan banguntapan,365000000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I.",4010989,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8205288, 110.4009845, 0.0)",-7.8205288,110.4009845,Sleman Regency
Jual Rumah Siap Huni Type 113m2 Di Yogyakarta Legalitas SHM Siap KPR,925000066,112,113,4,3,1,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.",8258929,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.816772, 110.3838939, 0.0)",-7.816772,110.3838939,Sleman Regency
TURUN HARGA Dijual rumah 1 lantai diarea premium Demangan Baru,4900000000,442,350,6,4,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",11085972,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
"Dijual Rumah murah model klasik
Di Perumahan daerah Gowok",1300000000,160,160,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",8125000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah siap huni terbaik di area nya,399999999,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Mergangsan, Yogyakarta Kota, Yogyakarta D.I.",4395604,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.815317899999999, 110.3731766, 0.0)",-7.815317899999999,110.3731766,Sleman Regency
Rumah induk dan kos kosan kodya wirosaban,2200000003,238,250,9,6,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.",9243697,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.816772, 110.3838939, 0.0)",-7.816772,110.3838939,Sleman Regency
Dekat UMY Hunian Siap Huni Harga 300 jtan,395000000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Jetis, Yogyakarta Kota, Yogyakarta D.I.",4340659,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.783296999999998, 110.363649, 0.0)",-7.783296999999998,110.363649,Sleman Regency
RUMAH MURAH BAGUS STRATEGIS DEKAT TERMINAL CONDONGCATUR SLEMAN YOGYA,650000000,91,67,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",7142857,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Hunian di pusat kota Yogyakarta Cluster PATRA GRAHA BANGUNJIWO,355578888,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",3907460,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
"Rumah Mewah + 4 Ruko Dkt UGM, UNY, UKDW, SADHAR",50000000000,1119,1119,8,6,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",44682752,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
"Rumah Belakang CassaGrande Jl Ringroad, SIAP HUNI",850000000,150,300,3,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",5666666,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah Minimalis di Maguwoharjo dekat Pasar Stan dan Tajem,450000000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I.",4945054,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.799499, 110.3740754, 0.0)",-7.799499,110.3740754,Sleman Regency
Rumah cantik dekat kampus UGM lingkungan nyaman dan strategis,999900000,122,120,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",8195901,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah siap huni terbaik di area nya,469000000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Pakualaman, Yogyakarta Kota, Yogyakarta D.I.",5153846,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.799499, 110.3740754, 0.0)",-7.799499,110.3740754,Sleman Regency
Free Carport dan Garasi  Rumah Baru Minimalis di Tamantirto,389999999,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Mergangsan, Yogyakarta Kota, Yogyakarta D.I.",4285714,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.815317899999999, 110.3731766, 0.0)",-7.815317899999999,110.3731766,Sleman Regency
"jual rmh dkt Jalan Kaliurang,Tiyasan,Condoncatur,perum Banteng",950096390,132,60,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",7197699,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
"Kos Eksklusif Siap Bangun dalam Ringriad dekat UGM, Jombor dan JCM",2750000000,115,170,8,8,2,SHM - Sertifikat Hak Milik,"Jetis, Yogyakarta Kota, Yogyakarta D.I.",23913043,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.783296999999998, 110.363649, 0.0)",-7.783296999999998,110.363649,Sleman Regency
"Selangkah Menuju Kampus UMY,Rumah Murah Kasihan",486000003,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Danurejan, Yogyakarta Kota, Yogyakarta D.I.",5340659,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7932901, 110.3696069, 0.0)",-7.7932901,110.3696069,Sleman Regency
"400 Jutaan, Cluster Tamantirto Hills Kasihan Bantul, Siap Bangun",470000000,97,45,2,1,1,SHM - Sertifikat Hak Milik,"Ngampilan, Yogyakarta Kota, Yogyakarta D.I.",4845360,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.797669399999999, 110.3591807, 0.0)",-7.797669399999999,110.3591807,Sleman Regency
Promo Lebaran  Cluster Modern  di Tamantirto,479999999,97,45,2,1,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",4948453,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
"Diskon Lebaran Rumah Dijual Murah , Ambarketawang",520200000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Kraton, Yogyakarta Kota, Yogyakarta D.I.",5716483,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8052845, 110.3642031, 0.0)",-7.8052845,110.3642031,Sleman Regency
"RUMAH STRATEGIS DIJUAL DEKAT AMBARUKMO PLAZA
- SMR 319",1400000000,136,110,4,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",10294117,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Cluster Minimalis Dekat Kampus UMY Lingkungan Nasionalis,400000000,93,45,2,1,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",4301075,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
Di jual rumah baru siap huni pendowoharjo sewon bantul,450000000,91,45,2,1,1,SHM - Sertifikat Hak Milik,"Ngampilan, Yogyakarta Kota, Yogyakarta D.I.",4945054,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.797669399999999, 110.3591807, 0.0)",-7.797669399999999,110.3591807,Sleman Regency
"Rumah Dekat UNY, UGM Jogja",2950000000,200,379,6,6,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",14750000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
"Rumah Dekat UGM, BIAS, SCH",2700000000,218,229,5,5,2,HGB - Hak Guna Bangun,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",12385321,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
Rumah Modern dan Strategis dekat Amplaz,1600000000,140,200,4,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",11428571,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah Jongke Dekat Pogung,3450000000,473,397,7,7,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",7293868,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
Rumah klasik etnik jawa tepi aspal dalam beteng kraton legalitas SHM,3750000000,617,158,5,4,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",6077795,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
Rumah 2 lantai full furnished dalam cluster di Nitikan Umbulharjo,2100000000,113,130,3,4,2,SHM - Sertifikat Hak Milik,"Umbulharjo, Yogyakarta Kota, Yogyakarta D.I.",18584070,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.816772, 110.3838939, 0.0)",-7.816772,110.3838939,Sleman Regency
"Rumah Dekat UMBY, UPN Jogja",3000000000,237,202,3,2,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",12658227,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
Rumah 2 lantai di kawasan komplek timoho,2500000000,190,170,5,5,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.",13157894,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.783066700000001, 110.3792252, 0.0)",-7.783066700000001,110.3792252,Sleman Regency
"Rumah Mewah Dekat UTY, UGM",3300000000,552,505,6,4,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",5978260,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
"Rumah Gejayan Dekat UGM, UNY",3000000000,208,247,6,7,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",14423076,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
"Kost eksklusif seturan kos dekat upn,ykpn,uii, atmajaya babarsari,ugm",2300000000,145,250,10,10,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",15862068,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
"Villa Pakem, Area Wisata Kaliurang",2840000000,1290,350,4,3,1,SHM - Sertifikat Hak Milik,"Tegalrejo, Yogyakarta Kota, Yogyakarta D.I.",2201550,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7764921, 110.3611261, 0.0)",-7.7764921,110.3611261,Sleman Regency
Premium Griya Perumahan Wedomartani Dkat Jogja Bay Maguwoharjo Sleman,799000000,120,55,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",6658333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah dikotagede kotamadya,900000000,125,85,3,2,1,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I.",7200000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8205288, 110.4009845, 0.0)",-7.8205288,110.4009845,Sleman Regency
Rumah Bagus Perum JL Kaliurang Tiyasan Dekat PLN Banteng Kolombo UGM,650000000,93,70,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",6989247,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
"Rumah Dekat UGM, UTY, MMTC",3000000000,406,226,3,4,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",7389162,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
"Rumah cocok untuk Usaha , Kantor dekat Kampus UMY &amp; Pusat Kota Jogja",3000000000,170,198,4,3,2,HGB - Hak Guna Bangun,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",17647058,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
"Rumah Dekat UGM, UII Jogja",3200000000,210,180,5,3,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",15238095,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
"Rumah Dekat UGM, Mall SCH",2700000000,230,177,5,4,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",11739130,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
"Rumah Dekat UMY, UPY, UBSI",3250000000,272,397,5,4,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",11948529,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
"Rumah Furnished Dekat UGM, Pogung",2600000000,139,204,4,4,2,HGB - Hak Guna Bangun,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",18705035,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
Rumah Villa Dg Kolamrenang Murah Timur Pasar Gentan Jogja,2300000600,517,196,4,3,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",4448743,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
"Rumah Jogja, Dekat UGM, UAD",2600000000,213,190,5,5,2,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",12206572,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
Rumah bagus dekat UGM dalam perumahan elit,2800000000,375,450,9,5,2,SHM - Sertifikat Hak Milik,"Kotagede, Yogyakarta Kota, Yogyakarta D.I.",7466666,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8205288, 110.4009845, 0.0)",-7.8205288,110.4009845,Sleman Regency
Rumah dijual kos di dekat kampus isi sewon jl parangtritis,850000000,120,85,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",7083333,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Dijual Rumah Mewah Di Kawasan Premium Seturan,2100000000,171,300,5,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",12280701,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah bagus 2 lantai di jalan kaliurang km 8 jaban,1600000000,115,180,4,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",13913043,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah bagus minimalis modern,2000000000,129,131,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",15503875,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah mewah perumahan bale agung jalan kaliurang Km 6,5500000000,360,580,7,6,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",15277777,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah bagus dengan lingkungan perumahan  kodya nyaman sekali,1650000000,170,150,5,4,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",9705882,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah cantik dalam ringroad dekat sekali ke UGM pogung,2500000000,135,200,4,3,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",18518518,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Homestay Cantik di Prawirotaman dijual semi furnished,4900000000,340,180,4,4,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",14411764,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah 2 Lantai di area Pugeran dalam ringroad dekat Kampus UPN Jogja,1500000000,124,170,4,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",12096774,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah baru siap huni purwomartani japlaksari,978000000,165,95,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",5927272,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
"Kost Dekat UGM, SKE Jogja",9000000000,751,450,9,9,1,SHM - Sertifikat Hak Milik,"Mantrijeron, Yogyakarta Kota, Yogyakarta D.I.",11984021,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8196179, 110.3576912, 0.0)",-7.8196179,110.3576912,Sleman Regency
Rumah Bagus di Kadipiro Wirobrajan Yogyakarta,1000000000,198,225,5,4,2,SHM - Sertifikat Hak Milik,"Gondomanan, Yogyakarta Kota, Yogyakarta D.I.",5050505,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.799796400000001, 110.3681175, 0.0)",-7.799796400000001,110.3681175,Sleman Regency
Unit Tipe One Bedroom di Uttara The Icon,1100000000,35,35,1,1,7,"Lainnya (PPJB, Girik, Adat, dll)","Depok, Sleman Kab., Yogyakarta D.I.",31428571,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
HUNIAN 2 LANTAI DI JOGJA DEKAT KAMPUS UGM UMY AKSES BANDARA,638200001,84,60,3,2,2,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",7597619,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
RUMAH 2 LANTAI DI JOGJA MURAH INVESTASI COCOK UNTUK PENSIUN,638200000,84,60,3,2,2,SHM - Sertifikat Hak Milik,"Wirobrajan, Yogyakarta Kota, Yogyakarta D.I.",7597619,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.8032616, 110.350244, 0.0)",-7.8032616,110.350244,Sleman Regency
Rumah bagus dalam perumahan di maguwoharjo,785000000,120,70,2,1,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",6541666,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah Baru Tajem Maguwo Utara Lotte Mart,650000000,100,65,3,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",6500000,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
Rumah Mewah Balirejo Timoho Umbulharjo Dekat Baciro Gondokusuman,1300000000,115,125,5,2,2,SHM - Sertifikat Hak Milik,"Gondokusuman, Yogyakarta Kota, Yogyakarta D.I.",11304347,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.783066700000001, 110.3792252, 0.0)",-7.783066700000001,110.3792252,Sleman Regency
Rumah Hook dlm Perumahan Jalan Lebar dkt Perumahan Casagrande Seturan,1900000000,229,117,4,2,1,SHM - Sertifikat Hak Milik,"Depok, Sleman Kab., Yogyakarta D.I.",8296943,"Ngaglik, Sleman Regency, Special Region of Yogyakarta, Indonesia","(-7.7617436, 110.4120154, 0.0)",-7.7617436,110.4120154,Sleman Regency
